City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ilo,PE,2022-08-05 18:09:07,-17.6394,-71.3375,63.46,72,100,6.91
295,Sola,VU,2022-08-05 18:09:07,-13.8833,167.55,80.29,76,27,18.3
296,Nisko,PL,2022-08-05 18:09:08,50.5199,22.1397,82.13,48,3,7.43
297,Prince Rupert,CA,2022-08-05 18:07:46,54.3161,-130.3201,61.07,77,93,4.21
298,Walvis Bay,NA,2022-08-05 18:09:08,-22.9575,14.5053,55.09,73,14,7.7
299,Henties Bay,NA,2022-08-05 18:09:09,-22.116,14.2845,57.85,81,2,7.34
300,Hutchinson,US,2022-08-05 18:05:48,38.0608,-97.9298,98.53,41,0,16.11
301,Sherbakul,RU,2022-08-05 18:09:09,54.6316,72.3963,65.98,61,30,5.75
302,Mae Hong Son,TH,2022-08-05 18:09:10,19.3003,97.9685,73.49,99,100,2.21
303,Okitipupa,NG,2022-08-05 18:09:10,6.5047,4.7839,75.2,79,72,5.61
304,Salinopolis,BR,2022-08-05 18:09:11,-0.6136,-47.3561,82.8,71,59,13.22
305,Dahegam,IN,2022-08-05 18:09:11,23.1667,72.8167,82.17,88,100,6.96
306,Bambanglipuro,ID,2022-08-05 18:09:12,-7.95,110.2833,72.64,88,24,3.0
307,Necochea,AR,2022-08-05 18:09:12,-38.5473,-58.7368,52.07,50,26,10.69
308,Mawlaik,MM,2022-08-05 18:09:12,23.6333,94.4167,76.84,99,98,0.58
309,Tecolutla,MX,2022-08-05 18:10:13,20.4833,-97.0167,93.06,58,47,13.27
310,Uspenka,UA,2022-08-05 18:10:13,48.3903,39.1619,73.69,59,100,10.89
311,East London,ZA,2022-08-05 18:10:14,-33.0153,27.9116,65.73,76,6,9.57
312,Sarangani,PH,2022-08-05 18:10:14,5.4033,125.4636,82.38,71,86,4.05
313,Port Hardy,CA,2022-08-05 18:10:14,50.6996,-127.4199,57.74,80,16,4.23
314,Moose Factory,CA,2022-08-05 18:10:15,51.2585,-80.6094,78.15,38,67,10.6
315,Ankazobe,MG,2022-08-05 18:10:15,-18.3167,47.1167,54.36,76,4,4.43
316,Srednekolymsk,RU,2022-08-05 18:10:16,67.45,153.6833,47.21,66,79,3.8
317,Terra Santa,BR,2022-08-05 18:10:16,-2.1042,-56.4869,93.38,40,11,5.99
318,Gizo,SB,2022-08-05 18:10:16,-8.103,156.8419,81.25,69,64,2.39
319,Muros,ES,2022-08-05 18:10:17,42.7762,-9.0603,77.85,59,39,16.33
320,Maceio,BR,2022-08-05 18:10:17,-9.6658,-35.7353,83.64,61,20,10.36
321,Teya,RU,2022-08-05 18:10:17,60.3778,92.6267,48.69,84,97,2.77
322,Iqaluit,CA,2022-08-05 18:10:18,63.7506,-68.5145,38.88,91,100,4.97
323,Bani Walid,LY,2022-08-05 18:10:18,31.7566,13.9942,87.42,36,35,16.91
324,Gamboula,CF,2022-08-05 18:10:18,4.1178,15.1393,68.97,97,95,2.46
325,Komsomolskiy,UZ,2022-08-05 18:10:19,40.4272,71.7189,80.87,29,71,6.06
326,Arman,RU,2022-08-05 18:10:19,59.7,150.1667,56.26,98,97,4.41
327,Wynyard,AU,2022-08-05 18:10:20,-41.0,145.7167,44.98,83,26,5.5
328,South River,US,2022-08-05 18:07:31,40.4465,-74.386,93.25,68,99,1.99
329,Pitrufquen,CL,2022-08-05 18:10:20,-38.9833,-72.65,53.62,82,100,8.05
330,Havre-Saint-Pierre,CA,2022-08-05 18:10:21,50.2334,-63.5986,68.31,54,73,19.75
331,Catuday,PH,2022-08-05 18:10:21,16.2923,119.8062,79.36,83,90,3.87
332,Amahai,ID,2022-08-05 18:10:22,-3.3333,128.9167,76.73,90,99,0.63
333,Inhambane,MZ,2022-08-05 18:10:22,-23.865,35.3833,69.62,85,0,8.25
334,Evensk,RU,2022-08-05 18:10:22,61.95,159.2333,51.62,99,100,6.55
335,Auki,SB,2022-08-05 18:10:23,-8.7676,160.7034,76.3,89,86,4.18
336,Hailar,CN,2022-08-05 18:10:23,49.2,119.7,60.1,75,2,9.15
337,Gamba,GA,2022-08-05 18:10:24,-2.65,10.0,70.16,84,64,8.21
338,Ereymentau,KZ,2022-08-05 18:10:24,51.6199,73.1033,63.48,47,35,3.69
339,Kruisfontein,ZA,2022-08-05 18:10:25,-34.0033,24.7314,55.08,84,68,10.27
340,Rio Grande,BR,2022-08-05 18:10:25,-32.035,-52.0986,55.51,66,87,11.1
341,Traralgon,AU,2022-08-05 18:10:25,-38.1833,146.5333,43.02,98,94,2.93
342,Babu,CN,2022-08-05 18:10:26,24.4167,111.5167,74.75,96,98,3.15
343,Carballo,ES,2022-08-05 18:10:26,43.213,-8.691,76.77,77,91,13.85
344,Vakhrushi,RU,2022-08-05 18:10:27,58.6847,50.0261,65.73,75,77,3.47
345,Kiruna,SE,2022-08-05 18:10:27,67.8557,20.2251,56.32,44,69,5.75
346,Poso,ID,2022-08-05 18:10:28,-1.3959,120.7524,75.69,73,75,4.65
347,Juarez,MX,2022-08-05 18:08:26,31.7333,-106.4833,92.86,37,75,6.91
348,Panalingaan,PH,2022-08-05 18:10:28,8.7842,117.4231,77.63,90,100,6.38
349,Olavarria,AR,2022-08-05 18:10:28,-36.8927,-60.3225,59.02,41,41,12.19
350,Olafsvik,IS,2022-08-05 18:10:29,64.8945,-23.7142,52.48,92,100,15.5
351,Erdenet,MN,2022-08-05 18:10:30,49.0333,104.0833,53.87,97,72,3.71
352,Te Karaka,NZ,2022-08-05 18:10:30,-38.4654,177.8679,44.47,77,65,3.89
353,Nyurba,RU,2022-08-05 18:10:30,63.2842,118.3319,47.82,99,100,7.92
354,Beyneu,KZ,2022-08-05 18:10:31,45.3167,55.2,86.76,22,1,12.15
355,Darab,IR,2022-08-05 18:10:31,28.7519,54.5444,92.46,19,8,11.14
356,Sovetskiy,RU,2022-08-05 18:10:31,61.3614,63.5842,67.05,59,72,4.74
357,Manga,BF,2022-08-05 18:11:32,11.6636,-1.0731,80.85,74,99,5.5
358,Yashkul,RU,2022-08-05 18:11:32,46.1711,45.3435,88.77,28,96,9.35
359,Puerto Escondido,MX,2022-08-05 18:11:33,15.85,-97.0667,85.03,61,40,6.91
360,Mareeba,AU,2022-08-05 18:11:33,-17.0,145.4333,66.92,93,70,0.58
361,Isangel,VU,2022-08-05 18:11:33,-19.55,169.2667,75.27,82,77,8.3
362,Urucara,BR,2022-08-05 18:11:34,-2.5364,-57.76,94.44,36,11,5.08
363,Beringovskiy,RU,2022-08-05 18:11:34,63.05,179.3167,48.99,82,80,8.66
364,Tilichiki,RU,2022-08-05 18:11:35,60.4667,166.1,53.24,87,100,5.1
365,Jorochito,BO,2022-08-05 18:11:35,-18.05,-63.4333,67.69,54,95,1.95
366,Aleksandrov Gay,RU,2022-08-05 18:11:35,50.147,48.5704,80.31,26,61,9.82
367,Cajueiro,BR,2022-08-05 18:09:14,-9.7167,-36.45,74.97,78,74,8.84
368,Chapais,CA,2022-08-05 18:11:36,49.7834,-74.8492,71.38,31,12,5.12
369,Zvishavane,ZW,2022-08-05 18:11:36,-20.3267,30.0665,67.93,34,0,4.74
370,Hays,US,2022-08-05 18:11:36,30.0502,-98.0336,98.28,43,62,1.01
371,Hoima,UG,2022-08-05 18:11:37,1.4356,31.3436,70.41,68,77,2.04
372,Wattegama,LK,2022-08-05 18:11:37,6.7989,81.4808,76.37,72,100,8.52
373,Mzimba,MW,2022-08-05 18:11:38,-11.9,33.6,58.01,65,4,7.4
374,Meulaboh,ID,2022-08-05 18:11:38,4.1363,96.1285,75.85,88,98,4.29
375,Mattawa,US,2022-08-05 18:11:38,46.7379,-119.9028,80.02,27,0,5.93
376,Cayenne,GF,2022-08-05 18:11:39,4.9333,-52.3333,87.84,31,0,11.5
377,Gitega,BI,2022-08-05 18:11:39,-3.5,29.95,68.79,49,98,3.38
378,Moussoro,TD,2022-08-05 18:11:39,13.6408,16.4901,87.55,55,86,13.38
379,Nuevo Progreso,MX,2022-08-05 18:11:40,23.1667,-97.95,91.89,50,78,5.99
380,Paungde,MM,2022-08-05 18:11:40,18.4833,95.5,76.19,94,100,10.11
381,Adrar,MR,2022-08-05 18:11:40,20.5022,-10.0711,103.75,17,11,1.88
382,Porto Nacional,BR,2022-08-05 18:11:41,-10.7081,-48.4172,93.2,22,46,1.43
383,Okhotsk,RU,2022-08-05 18:11:41,59.3833,143.3,56.79,93,100,8.88
384,Solnechnyy,RU,2022-08-05 18:11:41,50.7214,136.6319,63.3,99,100,4.83
385,Pasinler,TR,2022-08-05 18:11:42,39.9803,41.6764,76.19,61,50,7.11
386,Dingli,MT,2022-08-05 18:11:42,35.8614,14.3822,84.36,48,0,9.22
387,Dese,ET,2022-08-05 18:11:43,11.1333,39.6333,56.97,83,89,2.66
388,La Ciotat,FR,2022-08-05 18:11:43,43.1748,5.6045,94.78,72,3,7.27
389,Hastings,GB,2022-08-05 18:11:43,50.8552,0.5729,72.9,50,7,1.43
390,Mancio Lima,BR,2022-08-05 18:11:43,-7.6142,-72.8958,73.04,95,100,2.89
391,Westport,US,2022-08-05 18:11:44,41.1415,-73.3579,94.3,62,0,8.05
392,Kerouane,GN,2022-08-05 18:11:44,9.2667,-9.0167,75.38,92,89,3.04
393,Thinadhoo,MV,2022-08-05 18:11:44,0.5333,72.9333,82.54,72,100,11.3
394,Gazojak,TM,2022-08-05 18:11:45,41.1875,61.4036,84.47,25,0,10.65
395,Cairns,AU,2022-08-05 18:11:45,-16.9167,145.7667,71.55,83,100,0.0
396,Caravelas,BR,2022-08-05 18:11:45,-17.7125,-39.2481,79.25,57,31,10.04
397,Faanui,PF,2022-08-05 18:11:46,-16.4833,-151.75,77.97,76,57,24.96
398,Tsiroanomandidy,MG,2022-08-05 18:11:46,-18.7667,46.0333,64.02,48,42,2.93
399,Channel-Port Aux Basques,CA,2022-08-05 18:11:46,47.5702,-59.1367,69.48,93,21,11.88
400,Razdolnoye,RU,2022-08-05 18:11:47,43.55,131.9167,75.61,99,98,6.89
401,Kudahuvadhoo,MV,2022-08-05 18:12:47,2.6708,72.8944,82.27,75,100,16.24
402,Arlit,NE,2022-08-05 18:12:47,18.7369,7.3853,97.88,23,26,7.49
403,Northam,GB,2022-08-05 18:12:48,51.0333,-4.2167,63.61,74,5,13.42
404,Ende,ID,2022-08-05 18:12:48,-8.8432,121.6623,70.27,80,51,1.52
405,Trinidad,BO,2022-08-05 18:12:48,-14.8333,-64.9,79.72,61,96,4.7
406,Yuci,CN,2022-08-05 18:12:49,37.6803,112.7319,78.55,69,0,4.47
407,Resistencia,AR,2022-08-05 18:12:49,-27.4606,-58.9839,64.09,59,0,7.45
408,Haines Junction,CA,2022-08-05 18:12:49,60.7522,-137.5108,60.75,51,100,8.05
409,Mitu,CO,2022-08-05 18:10:01,1.1983,-70.1733,81.23,84,86,2.39
410,Husavik,IS,2022-08-05 18:12:50,66.0449,-17.3389,55.99,61,14,6.15
411,Tateyama,JP,2022-08-05 18:12:50,34.9833,139.8667,73.09,80,94,7.23
412,Sorland,NO,2022-08-05 18:12:51,67.667,12.6934,53.46,80,85,30.71
413,Paita,PE,2022-08-05 18:12:51,-5.0892,-81.1144,69.62,70,36,16.6
414,Bazarnyye Mataki,RU,2022-08-05 18:12:52,54.8833,49.9333,71.19,57,95,5.35
415,Ambilobe,MG,2022-08-05 18:12:52,-13.2,49.05,69.06,77,41,3.89
416,Fort Morgan,US,2022-08-05 18:12:52,40.2503,-103.8,93.85,29,0,11.97
417,Ilulissat,GL,2022-08-05 18:12:52,69.2167,-51.1,48.22,81,75,2.3
418,Narsaq,GL,2022-08-05 18:12:53,60.9167,-46.05,50.22,94,100,5.48
419,Luanda,AO,2022-08-05 18:10:01,-8.8368,13.2343,68.0,88,75,5.75
420,Port Lincoln,AU,2022-08-05 18:12:53,-34.7333,135.8667,52.18,73,84,11.34
421,Hongjiang,CN,2022-08-05 18:12:54,27.11,109.9956,76.1,96,91,2.26
422,Puri,IN,2022-08-05 18:12:54,19.8,85.85,82.92,84,75,11.65
423,Kayerkan,RU,2022-08-05 18:12:55,69.3497,87.7602,52.72,94,94,2.55
424,Piacabucu,BR,2022-08-05 18:12:56,-10.4056,-36.4344,78.4,63,20,7.94
425,Kimbe,PG,2022-08-05 18:12:56,-5.5502,150.1429,74.39,90,96,2.77
426,Grindavik,IS,2022-08-05 18:12:56,63.8424,-22.4338,55.35,87,75,20.71
427,Sunrise Manor,US,2022-08-05 18:12:57,36.2111,-115.0731,90.25,50,20,12.66
428,Taoudenni,ML,2022-08-05 18:12:57,22.6783,-3.9836,113.2,8,23,14.5
429,Basco,PH,2022-08-05 18:12:57,20.4487,121.9702,84.09,76,87,14.05
430,Khuzdar,PK,2022-08-05 18:12:58,27.7384,66.6434,77.47,66,54,4.59
431,Wilmington,US,2022-08-05 18:12:58,34.2257,-77.9447,93.11,63,20,9.22
432,Roros,NO,2022-08-05 18:12:58,62.5747,11.3842,60.64,33,0,2.3
433,Shubarkuduk,KZ,2022-08-05 18:12:59,49.1447,56.4872,77.36,32,22,8.9
434,Kashi,CN,2022-08-05 18:12:59,39.4547,75.9797,75.69,51,82,5.21
435,Ewa Beach,US,2022-08-05 18:12:59,21.3156,-158.0072,82.35,75,0,4.61
436,Snasa,NO,2022-08-05 18:13:00,64.2457,12.3778,58.41,80,90,2.8
437,Masallatah,LY,2022-08-05 18:13:00,32.6167,14.0,79.61,64,7,12.44
438,Mont-Dore,NC,2022-08-05 18:13:00,-22.2833,166.5833,73.99,99,22,6.11
439,Poceirao,PT,2022-08-05 18:13:01,38.831,-8.7937,79.41,53,0,13.04
440,Paracatu,BR,2022-08-05 18:11:34,-17.2222,-46.8747,89.26,17,29,3.85
441,Falun,SE,2022-08-05 18:13:01,60.6036,15.626,66.61,76,100,5.93
442,Silifke,TR,2022-08-05 18:13:02,36.3778,33.9344,84.18,63,0,6.78
443,Leh,IN,2022-08-05 18:13:02,34.1667,77.5833,64.15,55,93,5.53
444,Innisfail,AU,2022-08-05 18:13:02,-17.5333,146.0333,66.07,95,44,2.73
445,Hervey Bay,AU,2022-08-05 18:13:03,-25.2986,152.8535,66.49,93,3,5.21
446,Sabla,NG,2022-08-05 18:13:03,12.7525,4.7077,82.96,63,90,6.96
447,Port Pirie,AU,2022-08-05 18:13:03,-33.1833,138.0167,48.78,88,6,10.13
448,Saint-Louis,SN,2022-08-05 18:14:04,16.3333,-15.0,95.61,40,77,10.47
449,Novyy Urgal,RU,2022-08-05 18:14:04,51.0736,132.5642,64.45,97,99,3.71
450,Semirom,IR,2022-08-05 18:14:05,31.4167,51.5667,75.16,25,36,7.99
451,Esqueda,MX,2022-08-05 18:14:05,30.7167,-109.5833,86.59,40,39,5.12
452,Tadine,NC,2022-08-05 18:14:05,-21.55,167.8833,71.91,90,38,9.95
453,Dhidhdhoo,MV,2022-08-05 18:14:06,6.8833,73.1,80.17,84,100,17.38
454,Illapel,CL,2022-08-05 18:14:06,-31.6308,-71.1653,64.54,45,11,5.39
455,Caernarfon,GB,2022-08-05 18:14:07,53.1413,-4.2702,62.62,55,9,6.91
456,Huaihua,CN,2022-08-05 18:14:07,27.5494,109.9592,75.76,96,78,2.98
457,Mancora,PE,2022-08-05 18:14:08,-4.1078,-81.0475,75.13,66,64,11.9
458,Sturgis,US,2022-08-05 18:14:08,41.7992,-85.4192,84.45,78,75,8.05
459,Moura,PT,2022-08-05 18:14:08,38.1401,-7.4486,87.91,18,0,8.01
460,Fortuna,US,2022-08-05 18:14:09,40.5982,-124.1573,74.93,73,0,11.5
461,Liwale,TZ,2022-08-05 18:14:09,-9.7667,37.9333,72.37,54,62,7.78
462,Nakamura,JP,2022-08-05 18:14:10,32.9833,132.9333,76.57,87,30,3.83
463,Challans,FR,2022-08-05 18:14:10,46.8436,-1.8749,79.72,30,0,17.58
464,Jardim,BR,2022-08-05 18:14:10,-21.4803,-56.1381,75.33,62,84,2.51
465,Nongan,CN,2022-08-05 18:14:11,44.382,125.1685,67.98,78,20,8.14
466,Two Rivers,US,2022-08-05 18:14:11,44.1539,-87.5693,76.93,85,100,5.75
467,Derzhavinsk,KZ,2022-08-05 18:14:12,51.1,66.3167,67.96,46,8,9.8
468,Lovozero,RU,2022-08-05 18:14:12,68.005,35.0117,64.11,87,99,5.14
469,Richards Bay,ZA,2022-08-05 18:14:13,-28.783,32.0377,64.89,89,1,1.57
470,Krasnoselkup,RU,2022-08-05 18:14:13,65.7,82.4667,56.26,82,59,10.71
471,Saryg-Sep,RU,2022-08-05 18:14:14,51.5,95.6,47.05,72,54,3.36
472,Tautira,PF,2022-08-05 18:14:14,-17.7333,-149.15,76.89,77,88,26.82
473,Kloulklubed,PW,2022-08-05 18:14:14,7.0419,134.2556,75.7,74,98,7.49
474,Cerchezu,RO,2022-08-05 18:14:15,43.8167,28.1,75.2,68,73,5.86
475,Bom Jesus,BR,2022-08-05 18:14:15,-9.0744,-44.3586,93.43,29,58,6.8
476,Ucluelet,CA,2022-08-05 18:14:16,48.9329,-125.5528,60.1,90,0,1.99
477,Miri,MY,2022-08-05 18:14:16,4.4148,114.0089,73.54,100,40,8.05
478,Mnogovershinnyy,RU,2022-08-05 18:14:16,53.9353,139.9242,58.69,93,74,4.27
479,Najran,SA,2022-08-05 18:14:17,17.4924,44.1277,83.05,42,96,6.96
480,Chitaga,CO,2022-08-05 18:14:17,7.1378,-72.6646,64.35,73,93,5.75
481,Utrecht,NL,2022-08-05 18:13:13,52.0,5.25,67.08,55,56,4.0
482,Saint-Pierre,RE,2022-08-05 18:14:18,-21.3393,55.4781,67.68,69,0,8.05
483,Pelym,RU,2022-08-05 18:14:18,61.0108,61.9978,66.0,66,63,5.73
484,Marzuq,YE,2022-08-05 18:14:19,14.4,46.4667,79.7,57,43,4.14
485,Bulgan,MN,2022-08-05 18:14:19,48.8125,103.5347,55.56,93,68,3.27
486,Nizwa,OM,2022-08-05 18:14:20,22.9333,57.5333,92.97,36,84,5.01
487,Hobyo,SO,2022-08-05 18:14:20,5.3505,48.5268,76.6,81,60,27.58
488,Kuala Terengganu,MY,2022-08-05 18:14:20,5.3302,103.1408,75.15,94,20,4.61
489,Namatanai,PG,2022-08-05 18:14:21,-3.6667,152.4333,77.79,79,100,4.0
490,Pimentel,PE,2022-08-05 18:14:22,-6.8367,-79.9342,71.89,60,0,12.66
491,Salisbury,GB,2022-08-05 18:14:22,51.0693,-1.7957,71.65,40,75,11.5
492,Razole,IN,2022-08-05 18:14:23,16.4833,81.8333,76.42,93,98,1.21
493,Kaoma,ZM,2022-08-05 18:14:23,-14.7833,24.8,66.0,34,0,6.42
494,Nurota,UZ,2022-08-05 18:14:23,40.5614,65.6886,79.83,25,0,3.44
495,Samagaltay,RU,2022-08-05 18:14:24,50.6022,95.0047,49.1,56,58,8.57
496,Baruun-Urt,MN,2022-08-05 18:15:24,46.6806,113.2792,63.91,64,30,4.88
497,Palmer,US,2022-08-05 18:15:25,42.1584,-72.3287,93.2,55,75,6.91
498,Nikki,BJ,2022-08-05 18:15:25,9.9401,3.2108,74.71,82,64,3.71
499,Naryan-Mar,RU,2022-08-05 18:15:13,67.6713,53.087,61.39,86,96,8.52
500,Eureka,US,2022-08-05 18:14:44,40.8021,-124.1637,75.2,78,34,3.0
501,Nikolskiy,RU,2022-08-05 18:15:27,60.9151,34.0645,69.57,69,0,1.77
502,Pandan,PH,2022-08-05 18:15:27,14.0453,124.1694,78.24,87,100,7.61
503,Madison,US,2022-08-05 18:15:28,34.7334,-86.5667,92.44,55,40,11.5
504,Norden,DE,2022-08-05 18:15:28,53.6,7.2,63.95,62,9,14.56
505,Nabire,ID,2022-08-05 18:15:29,-3.3667,135.4833,76.78,91,97,5.39
506,Grand-Santi,GF,2022-08-05 18:15:29,4.25,-54.3833,91.98,36,2,3.87
507,Faya,SA,2022-08-05 18:15:29,18.3851,42.4509,62.71,71,93,2.59
508,Weihai,CN,2022-08-05 18:15:30,37.5017,122.1136,81.01,88,32,6.4
509,Ayolas,PY,2022-08-05 18:15:30,-27.4,-56.9,65.03,45,1,7.49
510,Lagoa,PT,2022-08-05 18:15:31,39.05,-27.9833,75.85,79,6,6.46
511,Porto-Vecchio,FR,2022-08-05 18:11:32,41.591,9.2795,91.06,40,0,9.22
512,Guliston,UZ,2022-08-05 18:15:31,40.4897,68.7842,77.77,28,21,6.69
513,Tocache,PE,2022-08-05 18:15:32,-8.1842,-76.5125,85.35,60,90,3.06
514,Shimanovsk,RU,2022-08-05 18:15:33,52.0,127.7,65.17,99,96,9.93
515,Souillac,MU,2022-08-05 18:15:33,-20.5167,57.5167,70.18,78,75,12.66
516,Chunskiy,RU,2022-08-05 18:15:34,56.0815,99.6342,45.97,98,100,9.4
517,Yetkul,RU,2022-08-05 18:15:34,54.8221,61.588,63.43,62,1,1.61
518,Storforshei,NO,2022-08-05 18:15:35,66.4043,14.5233,53.38,76,75,4.61
519,Timbiqui,CO,2022-08-05 18:13:10,2.7717,-77.6654,79.68,86,70,7.29
520,Mandera,KE,2022-08-05 18:15:35,3.9366,41.867,86.77,35,93,19.77
521,Houston,US,2022-08-05 18:15:12,29.7633,-95.3633,98.42,64,100,9.22
522,Bunol,ES,2022-08-05 18:15:36,39.4167,-0.7833,84.83,35,0,10.18
523,Almaznyy,RU,2022-08-05 18:15:36,48.0448,40.045,76.8,45,99,11.23
524,Te Anau,NZ,2022-08-05 18:15:36,-45.4167,167.7167,47.08,93,78,3.09
525,Pochutla,MX,2022-08-05 18:15:37,15.7432,-96.4661,85.82,56,68,8.23
526,Sterling,US,2022-08-05 18:15:37,39.0062,-77.4286,94.14,65,75,5.01
527,Haradok,BY,2022-08-05 18:15:37,55.4624,29.9816,71.71,73,73,4.74
528,Gundorovskiy,RU,2022-08-05 18:15:38,46.7805,41.8968,77.23,49,97,7.18
529,San Vicente,AR,2022-08-05 18:15:38,-26.6167,-54.1333,69.76,32,7,4.56
530,Kenai,US,2022-08-05 18:15:38,60.5544,-151.2583,53.69,95,100,25.32
531,Ossora,RU,2022-08-05 18:15:39,59.2353,163.0719,56.19,83,69,3.83
532,Hudson Bay,CA,2022-08-05 18:15:39,52.85,-102.3842,65.37,58,29,15.28
533,Petrolina,BR,2022-08-05 18:15:39,-9.3986,-40.5008,91.45,33,40,8.05
534,Kusu,JP,2022-08-05 18:15:40,33.2831,131.1514,76.01,97,7,4.65
535,Olinda,BR,2022-08-05 18:15:40,-8.0089,-34.8553,80.33,69,40,10.36
536,Nalut,LY,2022-08-05 18:15:40,30.3333,10.85,93.04,21,0,13.4
537,Hegra,NO,2022-08-05 18:15:41,63.4644,11.114,60.71,59,0,8.05
538,Lagos,NG,2022-08-05 18:15:41,6.5833,3.75,79.12,81,22,7.09
539,Rawson,AR,2022-08-05 18:15:42,-43.3002,-65.1023,46.17,60,32,21.36
540,Biloela,AU,2022-08-05 18:15:42,-24.4167,150.5,61.25,95,3,2.84
541,San Cristobal,VE,2022-08-05 18:16:42,7.7669,-72.225,82.58,50,100,6.69
542,Zhigalovo,RU,2022-08-05 18:16:43,54.8097,105.1578,48.69,91,74,4.29
